SKU,PartNo,Description,Dept,Category,Manufacturer,Onhand New,OnHand Used, Allocated,store_price,cost,total Value New,Total Value Used,desc1,desc2,desc3,desc4,desc5,desc1a,desc2a,desc3a,desc4a,desc5a
8605003812272,4864-0131,PPU PP22H Rifle Ammo .22 Hornet SP 45gr,MERCHANDISE,AMMUNITION,PPU,1,0,0,34.99,18.93,18.93,0,,,,,,Desc 1,Desc 2,Desc 3,,
020892224209,020892224209,WINCHESTER 270 130GN LEAD FREE,MERCHANDISE,AMMUNITION,WINCHESTER,2,0,0,59.99,36.09,72.18,0,,,,,,Desc 1,Desc 2,Desc 3,,
090255391381,090255391381,HRNDY 480 RUGER 325GR XTP 20/200,MERCHANDISE,AMMUNITION,HORNADY,2,0,0,39.99,24.53,49.06,0,,,,,,Desc 1,Desc 2,Desc 3,,
604544647860,604544647860,FEDERAL 204 RUGER 32GN V MAX,MERCHANDISE,AMMUNITION,FEDERAL,3,0,0,18.99,12.68,38.04,0,,,,,,Desc 1,Desc 2,Desc 3,,
029465009830,FEF2033B,FED PWRSHK 20GA 2.75 MX #3 BCK 5/250,MERCHANDISE,AMMUNITION,FEDERAL,1,0,0,9.99,6.47,6.47,0,,,,,,Desc 1,Desc 2,Desc 3,,
090255711394,090255711394,FRONTIER 556 55GN FMJ 20,MERCHANDISE,AMMUNITION,FRONTIER,2,0,0,19.99,14.99,29.98,0,,,,,,Desc 1,Desc 2,Desc 3,,
837306004902,837306004902,HSM 38-40 180GR RD NOSE FL PT,MERCHANDISE,AMMUNITION,HPR,4,0,0,39.99,30.15,120.6,0,,,,,,Desc 1,Desc 2,Desc 3,,
029465027766,TG20-7.5,FDR TG 20G 2.75-2.5DE-.875-7.5,MERCHANDISE,AMMUNITION,FEDERAL,4,0,0,14.99,8.6,34.4,0,,20 Gauge,Shotgun,,,Desc 1,Desc 2,Desc 3,,
604544651447,604544651447,FEDERAL 12GA SHORTY 8 SHOT,MERCHANDISE,AMMUNITION,FEDERAL,9,0,0,9.99,6.09,54.81,0,,,,,,Desc 1,Desc 2,Desc 3,,
090255902440,H90244,HRNDY AG 9MM 115GR XTP 25/250,MERCHANDISE,AMMUNITION,HORNADY,4,0,0,27.99,17.09,68.36,0,,,,,,Desc 1,Desc 2,Desc 3,,
798681501755,798681501755,SIG SAUER 9MM 147GR JHP 50CT,MERCHANDISE,AMMUNITION,SIG SAUER,1,0,0,59.99,34.66,34.66,0,,,,,,Desc 1,Desc 2,Desc 3,,
029465062965,0315618,FED 45ACP 230GR FMJ RN 50RD/BX,MERCHANDISE,AMMUNITION,FEDERAL,7,0,0,26.99,16.19,113.33,0,,,,,,Desc 1,Desc 2,Desc 3,,
020892224544,020892224544,WINCHESTER 6.5 CREEDMOOR 125GR OPEN TIP,MERCHANDISE,AMMUNITION,WINCHESTER,1,0,0,23.99,14.39,14.39,0,,,,,,Desc 1,Desc 2,Desc 3,,
029465019365,TG12-7.5,FDR TG 12G 2.75-3DE-1.125-7.5,MERCHANDISE,AMMUNITION,FEDERAL,2,0,0,15.99,8.6,17.2,0,,12 Gauge,Shotgun,,,Desc 1,Desc 2,Desc 3,,
787450579866,787450579866,RED ARMY 9MM STEEL 115GN FMJ,MERCHANDISE,AMMUNITION,,2,0,0,19.99,13.05,26.1,0,,,,,,Desc 1,Desc 2,Desc 3,,
090255383270,H8327,HRNDY 223REM 55GR VMAX 20/200,MERCHANDISE,AMMUNITION,HORNADY,2,0,0,31.99,19.95,39.9,0,,,,,,Desc 1,Desc 2,Desc 3,,
741569010122,PMC556K,PMC XTAC 556NATO 62GR LAP 20/1000,MERCHANDISE,AMMUNITION,PMC,1,0,0,13.99,8.84,8.84,0,,,,,,Desc 1,Desc 2,Desc 3,,
090255827415,H82741,HRNDY LVREVO 45-70 250GR MFX 20/200,MERCHANDISE,AMMUNITION,HORNADY,5,0,0,69.99,44.09,220.45,0,,,,,,Desc 1,Desc 2,Desc 3,,
604544617351,FE270130LFA,FED PWRSHK 270WIN 130GR CPR 20/200,MERCHANDISE,AMMUNITION,FEDERAL,1,0,0,54.99,33.93,33.93,0,,,,,,Desc 1,Desc 2,Desc 3,,
741569070126,0303030,PMC 38SUP+P 130FMC CART,MERCHANDISE,AMMUNITION,PMC,4,0,0,35.99,21.47,85.88,0,,,,,,Desc 1,Desc 2,Desc 3,,
604544630275,604544630275,FEDERAL 224 VALKYRIF 90GN,MERCHANDISE,AMMUNITION,,2,0,0,30.99,21.42,42.84,0,,,,,,Desc 1,Desc 2,Desc 3,,
020892221819,0320189,WIN 9MM 115GR FMJ 200CT,MERCHANDISE,AMMUNITION,WINCHESTER,1,0,1,82.99,50.49,50.49,0,,,,,,Desc 1,Desc 2,Desc 3,,
812285021751,ARMFAC22TCMNR-1N,ARMSCOR 22TCM9R 39GR JHP 50/1000,MERCHANDISE,AMMUNITION,ARMSCOR,2,0,0,22.99,16.79,33.58,0,,,,,,Desc 1,Desc 2,Desc 3,,
604544644159,604544644159,FEDERAL 20GA 6 2 3/4,MERCHANDISE,AMMUNITION,FEDERAL,1,0,0,19.99,11.99,11.99,0,,,,,,Desc 1,Desc 2,Desc 3,,
754908501045,754908501045,SELLIER BELLOT 460SW 255GN JHP,MERCHANDISE,AMMUNITION,SELLIER & BELLOT,1,0,0,29.99,17.37,17.37,0,,,,,,Desc 1,Desc 2,Desc 3,,
604544630282,100175,Federal P224VLKBT1 Premium V- Shok 224 Valkyrie 60 gr Nosler Ballistic Tip (NBT) 20 Bx,MERCHANDISE,AMMUNITION,FEDERAL,2,0,0,33.99,20.2,40.4,0,,,,,,Desc 1,Desc 2,Desc 3,,
090255814538,H81453,HRNDY SF 25-06REM 117GR SST 20/200,MERCHANDISE,AMMUNITION,HORNADY,2,0,0,44.99,27.83,55.66,0,,,,,,Desc 1,Desc 2,Desc 3,,
8435101637220,WT288,WING & TARGET  28 12GA 2 3/4 1250FPS 1OZ #8,MERCHANDISE,AMMUNITION,RIO AMMUNITION LLC,1,0,4,12.99,7.76,7.76,0,,,,,,Desc 1,Desc 2,Desc 3,,
090255382402,405 WINCHESTER,405 WINCHESTER,MERCHANDISE,AMMUNITION,HORNADY,2,0,0,39.99,35.18,70.36,0,,,,,,Desc 1,Desc 2,Desc 3,,
640420001036,640420001036,AGUILA .22HP,MERCHANDISE,AMMUNITION,AGUILA AMMUNITION,40,0,0,3.99,2.56,102.4,0,,,,,,Desc 1,Desc 2,Desc 3,,
798681537716,E380A150,Sig Sauer E380A150 Elite V-Crown 380 ACP 90 gr Jacketed Hollow Point (JHP) 50 Bx/ 20 Cs,MERCHANDISE,AMMUNITION,SIG SAUER,4,0,0,43.99,26.99,107.96,0,,,,,,Desc 1,Desc 2,Desc 3,,
716876130115,BB300AAC1,BARNES VOR-TX 300BLK 110GR TTSX FB,MERCHANDISE,AMMUNITION,BARNES,1,0,0,54.99,27.75,27.75,0,,,,,,Desc 1,Desc 2,Desc 3,,
054041600491,NOS60049,NOSLER 308WIN 165GR AB 20/200,MERCHANDISE,AMMUNITION,NOSLER,2,0,0,54.99,35.41,70.82,0,,,,,,Desc 1,Desc 2,Desc 3,,
651815008073,8G/20,Buffalo Bore Ammunition 8G Buffalo-Barnes Lead-Free 45-70 Gov 350 gr Barnes TSX Flat Nose 20 Bx/,MERCHANDISE,AMMUNITION,,1,0,0,85.99,62.45,62.45,0,,,,,,Desc 1,Desc 2,Desc 3,,
716876022465,716876022465,BARNES VOR-TEX,MERCHANDISE,AMMUNITION,BARNES,2,0,0,49.99,35.22,70.44,0,,,,,,Desc 1,Desc 2,Desc 3,,
029465093891,BC9NT3,Federal BC9NT3 BallistiClean Lead-Free 9mm Luger 100 gr Lead Free Frangible 50 Bx,MERCHANDISE,AMMUNITION,FEDERAL,1,0,0,43.75,28,28,0,,,,,,Desc 1,Desc 2,Desc 3,,
076683000477,CCI47,CCI 22LR VELOCITOR 40GR HP 50/5000,MERCHANDISE,AMMUNITION,CCI/SPEER,27,0,0,12.99,7.02,189.54,0,,,,,,Desc 1,Desc 2,Desc 3,,
604544656565,AE9LF1,FEDERAL 9MM LEAD FREE,MERCHANDISE,AMMUNITION,FEDERAL,16,0,0,39.99,17.54,280.64,0,,,,,,Desc 1,Desc 2,Desc 3,,
8605003813149,PPH40F,PPU PPH40F Handgun 40 S&W 165 gr Flat Point Jacketed (FPJ) 50 Bx,MERCHANDISE,AMMUNITION,PPU,6,0,0,25.99,15.79,94.74,0,,,,,,Desc 1,Desc 2,Desc 3,,
029465061623,0311888,FED 35W 200GR FUSION,MERCHANDISE,AMMUNITION,FEDERAL,2,0,0,49.99,33,66,0,,,,,,Desc 1,Desc 2,Desc 3,,
029465008833,H412-7.5,FDR GAME HB 410G 2.5-.5OZ-7.5,MERCHANDISE,AMMUNITION,FEDERAL,8,0,0,24.99,16.06,128.48,0,,410 Gauge,Shotgun,,,Desc 1,Desc 2,Desc 3,,
8605003812777,7mm Mauser,7mm Mauser SP 139gr,MERCHANDISE,AMMUNITION,PPU,5,0,0,41.99,19.27,96.35,0,,,,,,Desc 1,Desc 2,Desc 3,,
020892227910,x300sdslf,300 wsm 150 grain,MERCHANDISE,AMMUNITION,WINCHESTER,4,0,0,69.59,47.68,190.72,0,,,,,,Desc 1,Desc 2,Desc 3,,
029465098339,P44XB1,FDR CART 44M 225GR BARNES EXP,MERCHANDISE,AMMUNITION,FEDERAL,6,0,0,52.99,37.7,226.2,0,,44M,Shotgun,,,Desc 1,Desc 2,Desc 3,,
020892026520,WNSB1200PD,COPPER PLATED BUCKSHOT,MERCHANDISE,AMMUNITION,WINCHESTER,4,0,0,29.99,16.65,66.6,0,,,,,,Desc 1,Desc 2,Desc 3,,
020892007079,WNXB1200,WIN SUPERX 12GA 2.75 00BK 9PEL 5/250,MERCHANDISE,AMMUNITION,WINCHESTER,50,0,0,5.5,3.3,165,0,,,,,,Desc 1,Desc 2,Desc 3,,
076683000514,0315455,CCI 22LR 40GR LRN PISTOL MATCH,MERCHANDISE,AMMUNITION,CCI/SPEER,3,0,0,15.99,9.79,29.37,0,,,,,,Desc 1,Desc 2,Desc 3,,
020892226326,Winchester 350 Legen,Winchester 350 Legend 180 grain,MERCHANDISE,AMMUNITION,WINCHESTER,4,0,0,34.99,21.74,86.96,0,,,,,,Desc 1,Desc 2,Desc 3,,
020892224520,046612,WIN X450 BUSHMASTER 250 XP DEER,MERCHANDISE,AMMUNITION,WINCHESTER,4,0,0,49.99,35.36,141.44,0,,,,,,Desc 1,Desc 2,Desc 3,,
020892225558,107557,WIN S10MMPDB 10 MM 180 BD DFN,MERCHANDISE,AMMUNITION,WINCHESTER,2,0,0,42.99,28.69,57.38,0,,,,,,Desc 1,Desc 2,Desc 3,,
,45 AUTO RANGE PAK,45 ACP 230 GRAIN,MERCHANDISE,AMMUNITION,WINCHESTER,2,0,0,41.99,23.39,46.78,0,,,,,,Desc 1,Desc 2,Desc 3,,
604544657463,604544657463,FED PREMIUM 357SIG 125G,MERCHANDISE,AMMUNITION,FEDERAL,2,0,0,39.99,28.49,56.98,0,,,,,,Desc 1,Desc 2,Desc 3,,
4806015503262,22 TCM,ARMSCOR 22 TCM 40 GRAIN,MERCHANDISE,AMMUNITION,,2,0,0,49.99,38.47,76.94,0,,,,,,Desc 1,Desc 2,Desc 3,,
8435101628457,RBSM324,RIO GAME LOAD BLUE STEEL #7,MERCHANDISE,AMMUNITION,RIO AMMUNITION LLC,2,0,0,17.99,10.42,20.84,0,,,,,,Desc 1,Desc 2,Desc 3,,
090255809206,050676,HORNADY CD RIFLE AMMO,MERCHANDISE,AMMUNITION,HORNADY,1,0,0,53.99,31.88,31.88,0,,,,,,Desc 1,Desc 2,Desc 3,,
090255391510,9151,HORN 9151 454 CAS,MERCHANDISE,AMMUNITION,,2,0,0,58.99,33.96,67.92,0,,,,,,Desc 1,Desc 2,Desc 3,,
741569140911,741569140911,PMC 28 GA,MERCHANDISE,AMMUNITION,PMC,3,0,0,24.1,17.81,53.43,0,,,,,,Desc 1,Desc 2,Desc 3,,
762344710969,357GCMJ,Fiocchi 357GCMJ Range Dynamics  357 Mag 158 gr 1250 fps Copper Metal Jacket Flat Point 50 Bx 20 Cs,MERCHANDISE,AMMUNITION,FIOCCHI,2,0,0,47.99,27.7,55.4,0,,N/A,N/A,,,Desc 1,Desc 2,Desc 3,,
092763600306,151709,Sierra A836036 Outdoor Master  357 Mag 158 gr Jacket Hollow Point Sport Master 20 Per Box,MERCHANDISE,AMMUNITION,,5,0,0,33.99,18.49,92.45,0,,,,,,Desc 1,Desc 2,Desc 3,,
047700530901,28069,Remington Ammunition 28069 Premier TSS  410 Gauge 3" 7/8 oz 1100 fps Tungsten 9 Shot 5 Bx/ 10 Cs,MERCHANDISE,AMMUNITION,REMINGTON,5,0,0,49.99,29.74,148.7,0,,N/A,N/A,,,Desc 1,Desc 2,Desc 3,,
020892100732,X22M,WIN SUPER-X 22MAG FMJ 50/40,MERCHANDISE,AMMUNITION,WINCHESTER,1,0,0,16.99,9.89,9.89,0,,N/A,N/A,,,Desc 1,Desc 2,Desc 3,,
741569200035,74085,PMC 44B Bronze  44 Rem Mag 180 gr 1750 fps Jacketed Hollow Point (JHP) 25 Bx/20 Cs,MERCHANDISE,AMMUNITION,,3,0,0,44.99,24.49,73.47,0,,,,,,Desc 1,Desc 2,Desc 3,,
716876145737,21579,BAR 45-70 300GR TSX FN VOR-TX 20/10,MERCHANDISE,AMMUNITION,BARNES,7,0,0,79.99,46.24,323.68,0,,N/A,N/A,,,Desc 1,Desc 2,Desc 3,,
716876030309,21535,BAR 30-30WIN 150GR TSX FN VOR-TX 20/10,MERCHANDISE,AMMUNITION,,4,0,0,55.99,33.03,132.12,0,,N/A,N/A,,,Desc 1,Desc 2,Desc 3,,
090255821642,82164,HORN OUTFITTER 300PRC 190GR CX 20/10,MERCHANDISE,AMMUNITION,HORNADY,1,0,0,74.99,41.34,41.34,0,,N/A,N/A,,,Desc 1,Desc 2,Desc 3,,
6418267103091,LP4318013,LAPUA 338 AMMO,MERCHANDISE,AMMUNITION,LAUER,1,0,0,99.99,63.49,63.49,0,,,,,,Desc 1,Desc 2,Desc 3,,
076683539199,53919,Speer 53919 Lawman Training 357 Sig 125 gr 1325 fps Total Metal Jacket Flat Nose (TMJFN) 50 Bx/20 Cs,MERCHANDISE,AMMUNITION,SPEER,2,0,0,74.99,51.28,102.56,0,,N/A,N/A,,,Desc 1,Desc 2,Desc 3,,
090255382303,8230,HORN MATCH 338LAP 250GR BTHP 20/6,MERCHANDISE,AMMUNITION,HORNADY,3,0,0,174.99,102.62,307.86,0,,N/A,N/A,,,Desc 1,Desc 2,Desc 3,,
716876128433,21561,Barnes Bullets 21561 VOR-TX Centerfire Rifle 7mm-08 Rem 120 gr Tipped TSX Boat-Tail 20 Per Box/ 10 Cs,MERCHANDISE,AMMUNITION,BARNES,2,0,0,59.99,41.89,83.78,0,,N/A,N/A,,,Desc 1,Desc 2,Desc 3,,
604544672497,USH12275,Federal USH12275 Upland Field & Range 12 Gauge 2.75" 1 oz 1375 fps 7.5 Shot 25 Bx/10 Cs,MERCHANDISE,AMMUNITION,FEDERAL,25,0,0,20.99,12.66,316.5,0,,N/A,N/A,,,Desc 1,Desc 2,Desc 3,,
878122008156,149222,B&amp;amp;P 12B14PH7 Competition Flyer 12 Gauge 2.75" 1 1/4 oz 7.5 Shot 10 Per Box/10 Cs,MERCHANDISE,AMMUNITION,,20,0,0,14.99,8.04,160.8,0,,,,,,Desc 1,Desc 2,Desc 3,,
047700054209,21395,Remington Ammunition 21395 Core-Lokt  30-30 Win 170 gr Hollow Point Core-Lokt (HPCL) 20 Per Box/ 10 Cs,MERCHANDISE,AMMUNITION,,1,0,0,34.99,21.15,21.15,0,,N/A,N/A,,,Desc 1,Desc 2,Desc 3,,
716876028467,21529,Barnes Bullets 21529 VOR-TX Rifle 7mm Rem Mag 160 gr TSX Boat-Tail 20 Per Box/ 10 Cs,MERCHANDISE,AMMUNITION,BARNES,1,0,0,69.99,45.18,45.18,0,,N/A,N/A,,,Desc 1,Desc 2,Desc 3,,
716876030064,21537,Barnes Bullets 21537 VOR-TX Rifle 300 Win Mag 165 gr Tipped TSX Boat Tail 20 Per Box/10 Cs,MERCHANDISE,AMMUNITION,BARNES,1,0,0,74.99,45,45,0,,N/A,N/A,,,Desc 1,Desc 2,Desc 3,,
604544649246,P3006BCH1,Federal P3006BCH1 Premium  30-06 Springfield 168 gr Berger Hybrid Hunter 20 Per Box/ 10 Cs,MERCHANDISE,AMMUNITION,FEDERAL,2,0,0,54.99,31.67,63.34,0,,N/A,N/A,,,Desc 1,Desc 2,Desc 3,,
090255862713,86271,Hornady 86271 American Whitetail  12 Gauge 2.75" 1 oz/325 gr 1825 fps InterLock Slug Shot 5 Bx/20 Cs,MERCHANDISE,AMMUNITION,HORNADY,11,0,0,19.99,10.65,117.15,0,,N/A,N/A,,,Desc 1,Desc 2,Desc 3,,
AMEA7.62X39,AMEA7.62X39,AMERICAN EAGLE 7.62X39,MERCHANDISE,AMMUNITION,AMERICAN EAGLE,1,0,0,19.99,10,10,0,,,,,,Desc 1,Desc 2,Desc 3,,
716876143580,BAR 32141,BARNES 357 LEAD FREE AMMO,MERCHANDISE,AMMUNITION,BARNES,4,0,0,42.99,23.66,94.64,0,,,,,,Desc 1,Desc 2,Desc 3,,
092763600337,151711,Sierra A882638 Outdoor Master  45 Colt 225 gr Jacket Hollow Point Sport Master 20 Per Box,MERCHANDISE,AMMUNITION,SIERRA,1,0,0,32.99,21.99,21.99,0,,,,,,Desc 1,Desc 2,Desc 3,,
020892016071,020892016071,20 GA AMMO,MERCHANDISE,AMMUNITION,,1,0,0,19.99,11.51,11.51,0,,,,,,Desc 1,Desc 2,Desc 3,,
029465097349,BC223NT5A,Federal BC223NT5A BallistiClean Reduced Hazard Training 223 Rem 55 gr RHT 20 Per Box/ 25 Cs,MERCHANDISE,AMMUNITION,FEDERAL,4,0,0,39.99,23.55,94.2,0,,N/A,N/A,,,Desc 1,Desc 2,Desc 3,,
020892201903,Q3174,WIN USA 7.62X39 123GR FMJ 20/10 (2250),MERCHANDISE,AMMUNITION,,1,0,0,18.99,11.69,11.69,0,,N/A,N/A,,,Desc 1,Desc 2,Desc 3,,
